,rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_rad
906,-0.9447719850244181,-0.4213192631991197,-0.42131877391709277,1.4135240619335343,1.4135240619285379,-0.21735551665023226,0.7652626133503067,1.527298239851896,-0.052846449723596506,-0.2032125246518925,-1.1335523410400343,-0.11571244824325233,-1.1159827114912781,-0.45158826487254705,-0.6421027991891691,-0.23282080105833564,-1.0246300288608305,1.0838254113976684,-0.6373972164891444,-1.4400419646820175,-0.35518034365194356
907,-0.944354137259069,-0.42082667422526326,-0.4208261850685652,9.02200746732436,9.0220074673211,-0.21735551665023226,0.9327580878868128,1.1185435344310308,1.1671524561025848,0.07171568082928825,0.45143579651745164,0.6330973740937579,-0.6796284384946216,0.8824386383542601,-0.054561920998827264,-0.23419142921263733,-1.3953409612722878,0.1304196305356666,-0.6392320929923632,-0.855686990339689,-0.30479411414831253
908,-0.9439362894937199,-0.4203340852514068,-0.4203335962200376,0.2542391364242353,0.2542391364189744,-0.21735551665023226,0.5260263493528973,1.3798477558504256,-0.29134910204223036,0.43697589475494175,0.3707557026815419,-0.12093344317115591,-0.5913405069235921,-0.29275803283650714,-0.36270860505297814,-0.22438024795639086,-0.5057331967790475,0.43576995761956555,-0.30487483285115824,-0.3409322844497542,-0.2089057951603583
934,-0.9330722475946438,-0.4119502209163698,-0.4119595857950688,-0.518036086419245,-0.5180360862875435,5.386976653669432,0.32608609886901896,1.5296459903496284,-0.6495837388279575,0.5622649847130227,0.273428225797662,0.14125560102578996,-0.24399444300062983,-0.4511643198280714,-0.5638934844210883,-0.23362726659876776,-1.1526886212722678,0.1926381636425257,-0.6204686519859192,-0.9072669266224197,-0.2881187930180252
935,-0.9326543998292948,-0.41146748372199043,-0.4114669969465412,-0.03878365186776331,-0.03878365187309103,-0.21735551665023226,1.0309000742266767,1.3088380003839435,0.01603188578075705,0.9039812700039486,-0.8547765568001361,-0.15656465573163317,-0.9743992145735225,-0.5281513584485895,-0.6156867732644751,-0.154585243706788,0.1427373203900698,-1.010707338225336,-0.6366196108335053,-0.20865259975505482,-0.179964303281819
937,-0.9318187042985966,-0.4104823057742775,-0.41048181924948607,-0.03571196169825577,-0.0357119617035828,-0.21735551665023226,1.0124536446587467,1.3044293653542183,-0.04310510801932878,0.04685447184506019,0.752008523628765,0.00805398398981058,1.3638571299871551,-0.5405101864108123,-0.46763878398588704,-0.21773310921685884,-0.3413491533400792,-0.7736730788914987,0.059195619078998486,0.35154468291055174,0.46573702057631955
939,-0.9309830087678984,-0.4094971278265646,-0.40949664155243093,0.9403307703882782,0.9403307703831737,-0.21735551665023226,-0.24784112379012896,0.7708970269337252,0.10601112099649315,-0.1236055375604418,0.27782160977685205,-0.03141770931986232,-0.22941845631122584,0.1514515265255376,1.3739877611531697,-0.21447224513414084,-0.27849643084870895,-0.3576199383824551,-0.07337367905510687,0.45796910840529986,0.05478708205651575
945,-0.9284759221758039,-0.4070341829572823,-0.407033697309793,-1.415288826379698,-1.4152888263853396,-0.21735551665023226,-0.2536082464791517,0.9155659205980768,-1.004333602882306,-0.3087817311689447,0.2799029731477172,-0.029496701894639866,0.5394466431318461,-0.5499708891725996,-0.690074524459223,-0.22482627832399044,-0.5190289649983758,-1.364837942454861,-0.6814883509634899,-0.14564672821982053,-0.17808454977137303
958,-0.9230439012262658,-0.4021082932187176,-0.40210780882451724,-0.6639684920406411,-0.6639684920461115,-0.21735551665023226,-0.13517959398649235,0.46351600104749885,0.535535395797252,-0.028043729519444987,-0.8053020472289919,0.10758670324164152,0.3078692696235591,-0.4282917946304745,-0.5988810391384289,-0.23385827345633176,-1.214229453456073,0.09034166011383622,-0.701785128711952,-1.2187052760763757,-0.3176582170571108
959,-0.9226260534609168,-0.40161570424486115,-0.4016152199759897,-0.6253031243039177,-0.6253031243093792,-0.21735551665023226,-0.004889373727697304,0.6849984392239242,-0.7055804316839044,0.20385659469484518,0.3242985419029813,0.040411831631099925,-0.5112382113922607,-0.32823566819320954,-0.47077645018059155,-0.23307515410625343,-0.9988853270959525,0.09833357445201536,-0.5640767180642168,-0.5595202194889365,-0.28082203440132397
960,-0.9222082056955677,-0.4016107783551226,-0.4016152199759897,-0.6253031243039177,-0.6253031242408097,2.5848105685096,-0.004889373727697304,0.6849984392239242,-0.7055804316839044,0.20385659469484518,0.32543542204814924,-0.0728445554035033,-0.45861626542277273,-0.4287556350371997,-0.5630099044378175,-0.23055863236105123,-0.7656050301568283,0.09833357445201536,-0.5640767180642168,-0.5595202194889365,-0.28082203440132397
961,-0.9217903579302186,-0.4011231152710047,-0.4011226311274621,-0.5959676874388878,-0.5959676874443427,-0.21735551665023226,-0.06039400530264077,0.9284193756380894,-0.05009868639747493,-0.11213340197934485,1.3793456364575156,-0.0963555520836749,-0.12651331752644981,-0.5031847575459483,-0.5810059817818065,-0.22097764281255272,-0.41387152544550637,-0.5014151971042066,-0.5173404071823341,-0.1937597092916484,-0.15411247002438444
962,-0.9213725101648695,-0.40063052629714824,-0.4006300422789345,-0.47882717703556227,-0.47882717704099037,-0.21735551665023226,0.5061740660656439,1.115792897291086,0.42081026870282917,-0.050742239422403676,-1.0251864954386898,0.23222056923291595,0.23174443311274562,-0.4742179812002833,-0.5632589028558422,-0.23297629828489894,-1.043921933630938,-0.11105458120827023,-0.508545889498018,-0.32197829014231494,-0.2241681334187017
964,-0.9205368146341714,-0.40013301143355323,-0.40013745343040696,-0.4727544778871369,-0.4727544778239942,2.5848105685096,-0.11758023840448001,0.5835454824812253,-1.321039361876155,-0.22400392718318643,-0.8036953398412554,-0.04015489007980396,-0.867709388496963,-0.2151851153113825,-0.5794273514359877,-0.2339245513558293,-1.237163061043123,0.9697482341408488,-0.7139502117457264,-1.6019637899746404,-0.3795955644159693
965,-0.9201189668688222,-0.4001280855438146,-0.40013745343040696,-0.4727544778871369,-0.47275447775542506,5.386976653669432,-0.11758023840448001,0.5835454824812253,-1.321039361876155,-0.22400392718318643,-0.8119695730696748,-0.17233450879139406,-1.184189699198549,-0.44896544684681466,-0.6484260167539965,-0.22151191376249227,-0.5332918001939132,0.9697482341408488,-0.7139502117457264,-1.6019637899746404,-0.3795955644159693
973,-0.9167761847460296,-0.39717747759041444,-0.3971819203392415,-0.19315446458921043,-0.19315446452600396,2.5848105685096,0.6063887288886057,1.1827196720533235,0.15120902387106433,0.17461100484586203,-0.8078034032142071,0.018490423250840226,0.344962070055649,-0.4596818190174845,-0.5816159803428724,-0.23198084713671635,-0.9415779613087827,0.3935608100408883,-0.4387236756817781,-0.43497752523664696,-0.26414705572931874
974,-0.9163583369806805,-0.3971725517006759,-0.3971819203392415,-0.19315446458921043,-0.19315446445743475,5.386976653669432,0.6063887288886057,1.1827196720533235,0.15120902387106433,0.17461100484586203,-0.7972877713784585,0.6493479729114023,1.404019602402961,-0.2092340300217389,-0.40520185578941154,-0.234098193720701,-1.3233228291217782,0.3935608100408883,-0.4387236756817781,-0.43497752523664696,-0.26414705572931874
976,-0.9155226414499823,-0.3961972255324401,-0.39619674264218635,-0.5153219300719852,-0.5153219300774216,-0.21735551665023226,0.5503548414058873,1.5903653145178742,0.02787210209564825,-0.026057978544824934,0.31596853800253355,-0.07155179422133785,1.9736957268001634,-0.5284440453481717,-0.40157700868127666,-0.22060841403815978,-0.5131883097655067,-0.0928211766441293,0.008147901159043701,-0.4926687046030022,0.30118578178151995
979,-0.9142690981539351,-0.39471945861087065,-0.3947189760966036,0.3394161423180122,0.33941614231277073,-0.21735551665023226,0.07575336405619446,0.9282118729810972,-0.25300859102526874,0.18031266606011756,0.30360614143490317,0.04921632731080668,-0.4339359296059656,-0.46427410581001216,-0.33249313426651206,-0.2217291377079236,-0.5382841752612573,-0.28705429474460864,-0.1943800328361506,0.2649034481672815,-0.019718141797124663
980,-0.9138512503885861,-0.3942268696370142,-0.394226387248076,0.6528158625571558,0.6528158625519859,-0.21735551665023226,0.1376286986875302,0.6791700253816935,0.176836122647341,0.02503087202497862,0.2955266409378358,-0.08627351941583493,1.0323238438903664,-0.315463201683491,-0.03517336852013666,-0.18043461906270067,-0.02898474721514589,0.005094573839928501,0.10091018744790577,0.33385080603381734,0.04222571226909381
988,-0.9105084682657933,-0.39077874682001895,-0.390778265308383,-0.04007434471478339,-0.04007434472011141,-0.21735551665023226,0.9647492361581437,1.3551052810968047,-0.03881923810832283,0.6192914273059474,0.46356099677312057,-0.0060309448810948185,-0.10780329229285414,0.22166767983567776,0.02023722474850579,-0.23058006376081755,-0.7668137363585854,0.4374275398526697,-0.1729947012539624,-0.1799245339773314,-0.17123538412937628
992,-0.908837077204397,-0.3888083909245931,-0.38880790991427266,0.002130904081384186,0.00213090407606579,-0.21735551665023226,1.0610985452533732,1.6231174564069113,-0.022124372884890307,0.22198394517603007,0.49911608289165954,-0.07290687461617683,0.04187690957591134,1.2335194049049611,0.4110635477546892,-0.22639917534832446,-0.571003331673932,1.12295619197201,0.28336055980808494,-0.10483981660373612,-0.16781080130837792
996,-0.9071656861430007,-0.3873306240030237,-0.3873301433686899,0.49618071467431185,0.4961807146691061,-0.21735551665023226,0.7378465715748554,1.3007654797466168,-0.15240680720767488,0.3024658423503579,0.48288930147559306,-0.10964845523033896,-0.45744688884567314,0.08049625581213277,-0.2164936599897943,-0.22907741935672377,-0.6834130084373442,1.1495367070671383,-0.20873727700439473,-0.7009471814914969,-0.2500007890123387
999,-0.9059121428469534,-0.38585285708145434,-0.38585237682310725,0.7661780491651462,0.766178049160002,-0.21735551665023226,0.10652758274936204,0.35901129153532557,-0.6696432122058247,-0.854666640182066,-0.762492609475395,-0.08403252217729658,0.06710632616449566,-0.5223398093152793,-0.6499691433095006,-0.22670207006273807,-0.6760227553508951,-1.9650603089348262,-0.7689014818317391,-0.27981985361350603,-0.24915183493101317
1005,-0.903405056254859,-0.38388250118602846,-0.3838820214289969,1.001932397036062,1.0019323970309717,-0.21735551665023226,0.1726031988340019,0.05388569468460798,-0.11670991688348328,-0.42972576206374813,0.37096388615345866,-0.15649695599811683,-0.8603213842205046,-0.509242130874651,-0.58548179631983,-0.17610722345763433,0.003554862297400832,-0.4523981224967093,-0.5714952547789354,-0.22387194551138992,-0.2266797224596219
1012,-0.9004801218974154,-0.38092696734288967,-0.38092648833783144,0.25482928459549004,0.2548292845902293,-0.21735551665023226,0.5550805808220376,1.465741048367942,-0.03523032274359261,-0.013868220086761373,0.3348875505301979,-0.11806375303074224,-0.2149523910200695,0.8197187491321647,0.21316877617210375,-0.2149873348047437,-0.4065811680587727,1.1292313247116172,0.1392000920702595,-0.29679552884579713,-0.19404242080066122
1015,-0.8992265786013681,-0.3799368635054382,-0.3799413106407763,-1.2451619159728515,-1.245161915909885,2.5848105685096,-1.4647802440536581,-0.3824552620485783,0.0763945582656726,0.31157866984279736,-0.4671322846365429,0.03832830911273283,-0.4913588095815652,-0.34080066404870835,-0.4707891836074977,-0.23327350962412613,-1.0303116883416377,0.3800633547141861,-0.39664923536697605,-0.42411309308798045,-0.23287787490734688
1021,-0.8967194920092737,-0.3774788445258944,-0.3774783663981384,-0.10879026495951222,-0.10879026496485592,-0.21735551665023226,0.1748603685225092,0.4256015417602792,-0.17975626492015023,0.0772502243872639,0.3711150839137607,-0.14041068295974996,-0.3025044923799589,1.023610062377805,0.22195717769571588,-0.2023509884295781,-0.09839920678689805,1.4844867168850344,0.4333024997224413,-0.24129812904792233,-0.2089057951603583
1023,-0.8958837964785755,-0.3764936665781815,-0.3764931887010833,-0.5373726170229504,-0.5373726170283918,-0.21735551665023226,0.2671958072375567,0.3532235172176178,-0.0716401895576525,-0.19160276276562388,0.336338319703773,-0.1375495411819524,-0.41334016770413884,0.7341625896110813,0.1644751929307388,-0.21323259422603885,-0.3781625848067016,1.2176159773553286,-0.029638653159901718,-0.5808116336937446,-0.21858674833703856
1027,-0.8942124054171792,-0.37452331068275563,-0.37452283330697295,1.2969136124611513,1.2969136124561282,-0.21735551665023226,0.1969731659572371,0.4197717503070476,-0.21909814741164596,0.2048101483806776,0.37228163379887885,-0.14503152992010895,-1.0690308386688316,0.9718718441492807,0.5892865829344416,-0.22628612298062498,-0.5673772130686606,1.122541796413735,-0.3614546999001612,-0.9824169350546009,-0.253425371833337
1032,-0.8921231665904338,-0.37304554376118626,-0.3730450667613902,0.6013596609600369,0.6013596609548552,-0.21735551665023226,-0.45125159056713054,-1.8599884569709129,0.31988003504158813,-0.4139675501215901,-1.2261209969607259,12.57483353230973,2.106086812914167,0.06470908488784355,0.05143591083865778,-0.23352869739952875,-1.1318071157916096,-0.6114668175092016,-0.5252246605329164,-0.1538081105430374,-0.15372549216561168
1037,-0.8900339277636884,-0.3705825988919039,-0.37058212251875233,1.130271617996969,1.130271617991908,-0.21735551665023226,1.10365813662349,1.1618641697887429,-0.0033066001354454945,0.17804183202478477,0.5320592622703342,-0.14339777908849016,0.5761016289734701,-0.3420163213147916,0.035733183602480345,0.07524701176825774,0.8852183358998562,0.9911192050747933,1.8662584898781143,0.6544951947483623,0.14092561375308763
1039,-0.8891982322329902,-0.369597420944191,-0.3695969448216972,-0.037759947138515014,-0.03775994714384251,-0.21735551665023226,0.6477479901562819,1.413823001056435,-0.029862971640089834,0.31570745899794794,0.745303771452403,-0.02932715707886152,0.26865358295340214,-0.12810129819123944,0.1255126742971013,-0.21020105680814716,-0.3330082175317269,0.9612827248789257,0.9578076284992176,0.18962285761792888,0.01726392808683669
1040,-0.8887803844676411,-0.36910483197033456,-0.3691043559731696,0.44011802350410784,0.44011802349888934,-0.21735551665023226,-1.3324296292232274,-1.788854264485751,0.07876580591736936,0.04774904282867614,-0.11909088277370207,-0.1534282037657048,-1.1479629390594592,-0.4610845053081978,-0.3698706633311287,-0.05644780639074928,0.5513081169483667,-0.008047685293965462,-0.12573622323489916,-0.1891305732379203,-0.040094409582064894
1042,-0.8879446889369429,-0.3686122429964781,-0.36861176712464205,-0.03578404170169767,-0.03578404170702471,-0.21735551665023226,1.0057660966295043,1.2932573921665151,-0.01907219263051037,0.15552027022847537,0.3769007834289463,-0.13348397702875145,0.3121001325483345,0.3543530996006036,0.4424941919415651,-0.11918750924661103,0.3196987985570153,1.0812206393170767,1.2167907680196737,0.5128135976173173,-0.027050173616882136
1045,-0.8866911456408957,-0.3671344760749087,-0.3671340005790593,0.64001845290497,0.6400184528997971,-0.21735551665023226,0.321265014029426,1.7440381445322821,-0.004524267848478962,0.14971047406015633,0.4658977506438021,0.2473922482135258,1.1644784235916517,-0.4597985659743143,-0.49191993104574266,-0.23208643454245234,-0.882849531727269,-0.14018066901852247,-0.41642572766163477,-0.01734979809885118,-0.18493371541336975
1046,-0.8862732978755467,-0.36712955018517013,-0.3671340005790593,0.64001845290497,0.6400184529683662,2.5848105685096,0.321265014029426,1.7440381445322821,-0.004524267848478962,0.14971047406015633,-0.8883733308586618,15.283627272854424,2.0019314936308135,-0.4631624010163407,-0.5155985922664069,-0.23421485175274687,-1.4738957676174744,-0.14018066901852247,-0.41642572766163477,-0.01734979809885118,-0.18436009779085255
1047,-0.8858554501101975,-0.3671246242954316,-0.3671340005790593,0.64001845290497,0.6400184530369354,5.386976653669432,0.321265014029426,1.7440381445322821,-0.004524267848478962,0.14971047406015633,0.2115520971856004,-0.060604911544758694,0.20220574689989107,-0.5058533806949516,-0.5541434544975217,-0.2233933206099464,-0.578865676272968,-0.14018066901852247,-0.41642572766163477,-0.01734979809885118,-0.18436009779085255
1049,-0.8850197545794993,-0.36614929812719577,-0.3661488228820041,-0.017466793110134528,-0.01746679311545739,-0.21735551665023226,0.8512051565397124,1.2271015199102444,-0.05400002966225979,0.07831191302715974,0.6206236644911096,0.013325788076222037,-0.7363432024839585,0.32144852927640327,0.3695301052871878,-0.23256400986239997,-0.9324064859993109,1.1604293903132497,0.7498886716282673,0.05969365103231616,-0.08904539642541554
1050,-0.8846019068141503,-0.3656567091533393,-0.3656562340334766,-0.017250333678184963,-0.01725033368350778,-0.21735551665023226,0.8790849916348455,1.2662846513033215,-0.04559652024796961,0.2208731042842872,0.7526964132839055,-0.06958817898068019,-0.3972030048154781,-0.2564797154180852,0.07379866227158215,-0.17489852824872798,0.012317700268983094,1.087318173960279,1.7882156718076123,0.6675534064655093,0.07542019355303095
1052,-0.8837662112834521,-0.36467153120562634,-0.36467105633642144,-0.1085582334491935,-0.10855823345453715,-0.21735551665023226,0.793993849443242,1.2866531250287834,0.021231006476538097,0.15085080630300743,0.7026551844493851,-0.12538039039225746,-1.1739284782033277,-0.268793487892081,-0.2645211277086927,-0.1924720359170004,-0.13121601433187144,1.1793731872630058,0.5738125017084456,0.16350643418363486,-0.15258510608621922
1053,-0.8833483635181031,-0.3641789422317699,-0.36417846748789384,0.05308146226014201,0.05308146225483523,-0.21735551665023226,1.0515014312940043,1.212328815969257,-0.0030903038969461298,0.17616421600422816,0.39048875063785415,0.05447698382386283,1.6845827454142446,0.1851587547866205,0.48998243648224227,-0.21925415020462477,-0.4848506730842849,1.1910946616256681,1.4670311361486872,0.5258718093344643,-0.004762988617824771
1055,-0.8825126679874049,-0.36368635325791343,-0.36368587863936624,0.8486355983080616,0.8486355983029362,-0.21735551665023226,0.0393262822410985,-1.6893083088212235,-0.32871227450004675,0.10221956832555541,-0.16225252523823042,-0.15129902584442637,-0.6928083649574549,0.18532926628160468,-0.1833692303363611,-0.2312774565345234,-0.8885667340600331,1.2312910307784353,-0.603196915476772,-1.3673077254175086,-0.32669158162234024
1057,-0.8816769724567067,-0.3627011753102005,-0.3627007009423111,1.1024146577474392,1.1024146577423717,-0.21735551665023226,0.3238227220914113,-1.7044033091608777,-0.06714603437994346,0.118597098640986,-0.16143185945773642,-0.12787511217256972,-0.6913883909798828,-0.135002771695714,0.5949910458346422,0.14644000908099558,1.022298012769024,0.15267859195163103,0.822154721730681,2.0260644624588986,0.041540795704894135
1059,-0.8808412769260086,-0.3617159973624876,-0.36171552324525597,-0.10775738566361578,-0.10775738566895925,-0.21735551665023226,0.7800509039321187,1.3913969146251073,-0.015683551560686976,0.10610259622147082,-0.7691125392355344,-0.06444278277570392,-0.19080265982512132,0.18716900736434877,-0.10870264705337233,-0.22703540256661595,-0.6874936793821205,0.9689786423897646,-0.04353253279650364,-0.3268294157952352,-0.21497244362775692
1061,-0.8800055813953104,-0.36073081941477464,-0.3607303455482008,1.1488230306027578,1.148823030597701,-0.21735551665023226,1.4643445922857228,-1.2640012197729122,0.02642211620052287,0.08970540500530143,-0.568151953241806,-0.1377881085285169,-0.24485054359272432,0.8102982344896391,0.17467877254020112,-0.1949282887892405,-0.15473790660042452,1.2502348277281925,0.400598842626231,0.012031178264729585,-0.20067172822554985
1062,-0.8795877336299613,-0.3602382304409182,-0.36023775669967323,-0.04119615833760538,-0.04119615834293365,-0.21735551665023226,0.8767857705710164,1.5454419579117882,-0.28581352053100584,1.041823845083761,0.6612985987962596,-0.143159867986805,-0.7109393149100709,-0.46677594185445287,-0.5993280198740915,-0.22387045616690254,-0.5913589444367745,0.7459154333063733,-0.5193114705199797,-0.9634172370061518,-0.2754355080821756
1066,-0.877916342568565,-0.3587604635193488,-0.3587599901540905,0.36370629436069346,0.36370629435545754,-0.21735551665023226,0.9559188630361064,1.633538502448159,0.017249553493790516,0.2716178890911615,0.6610055210825023,0.16207191364434007,1.9342164626495284,-0.11283146505784426,-0.03658874135251612,-0.22927005635418432,-0.7769384730437711,0.4146357841474935,0.03122909988495786,0.08581007446661017,-0.08237088450728973
1068,-0.8770806470378668,-0.35777528557163585,-0.35777481245703535,-1.1786763891070768,-1.1786763891126646,-0.21735551665023226,-1.638202033746985,-0.803602288752117,0.5241678268183408,0.04542905654149631,-1.6126233507492955,31.392491499961,1.2575340204051744,-0.5045456254165787,-0.6194823531566683,-0.2327950468525499,-1.0215908188250515,-0.6217675071006323,-0.6152827325982808,-0.3065891876336574,-0.24476631417044267
1070,-0.8762449515071686,-0.35679010762392294,-0.3567896347599802,0.31041810734123987,0.3104181073359918,-0.21735551665023226,-0.734694856509567,-1.7570946052220873,0.30119844881267993,0.7325480460118753,-1.579039916701567,12.518566694366081,9.444817243949782,-0.3329092876347895,-0.31567491389184676,-0.23420871985663594,-1.4559208615099524,-0.13591831470482757,-0.424992091236462,-0.07480592965429801,-0.150961853829066
1071,-0.8758271037418196,-0.3562975186500665,-0.3562970459114526,1.0187007346708623,1.018700734665776,-0.21735551665023226,0.6155111091794669,-1.8302694916280116,-0.15332005799245,-0.13912781869373403,-0.11880427679827804,12.670344082030484,1.22365080786425,-0.22052330855921487,-0.06973929700186036,-0.23416664257874995,-1.3845600513504595,-0.7257215928624259,-0.35946952393718634,0.6766941546675123,-0.046625089021708824
1122,-0.8545168677090164,-0.33413101482652563,-0.33413054772771167,-1.5646214854815725,-1.5646214854872482,-0.21735551665023226,0.3220146168764556,-0.6746362878066849,0.027543652252001068,0.14777387533738334,-0.15963851462233114,-0.12227498636796127,-0.6155312832363965,-0.3524947908917059,0.6618056512989502,-0.055706746336105575,0.5536454051847316,-0.8984594213614774,-0.2234661536396413,0.17003554004220836,0.23304346705512258
1125,-0.8532633244129691,-0.3326532479049562,-0.33265278118212893,1.0106159049469037,1.0106159049418153,-0.21735551665023226,0.048565397376594814,-1.430033050103913,-0.7447540837676784,-0.06750315730224112,0.9716843319777339,-0.1510208106560576,-0.5907558186350422,-0.4925414669389376,-0.5435090356435633,-0.007622414978056881,0.9120791778820543,-0.4864377576408039,-0.5390221038964355,-0.27152788917311776,-0.1917828810553665
1131,-0.8507562378208746,-0.3296977140618174,-0.32969724809096346,0.6756217713097848,0.67562177130462,-0.21735551665023226,0.03976021162067918,-1.2058586739312789,-0.11932950466086449,0.05039343397804639,-0.16524258948181225,-0.10157001720323765,0.5318456953806979,0.3022314767915228,0.36971736156521984,-0.17439798660194833,0.17355968860845397,-0.9181195306333976,-0.37375385287456303,0.5263288467445643,-0.02055374000544826
1134,-0.8495026945248274,-0.3287125361141045,-0.3287120703939083,0.8296627521889981,0.8296627521838684,-0.21735551665023226,-0.06053473711274813,-1.7682983065131521,-0.4026615551514409,0.2876513536436629,-0.1200755566155431,-0.09799153449146698,-0.17317892696282222,0.045239150937215894,0.7046993832920851,-0.13152457751124416,0.26336418828005187,-0.656695132726748,-0.18956997970311332,0.09919474147668585,0.152671932829112
1137,-0.8482491512287801,-0.32723476919253514,-0.3272343038483256,1.5806524798532118,1.5806524798482535,-0.21735551665023226,-0.12782949351961423,-1.363126164600499,-0.19317464267890716,0.18693838960909726,0.8572087106440147,-0.09666853966105363,2.086939674716051,-0.43654166959320323,-0.055974859499592335,-0.11391575781927445,0.3423938647116418,-1.1897262194005422,-0.2982042652788875,0.9101096891115149,0.16123338988160799
1141,-0.8465777601673838,-0.32526441329710926,-0.3252639484542153,0.8307400643637286,0.8307400643585992,-0.21735551665023226,-0.03049701741184253,-1.75455278377462,-0.16564093261511756,0.2004650893174001,-0.15837141562252927,0.07069063364971709,-0.3627273861005951,-0.46475065257618736,1.7147642261669556,-0.22836639373482007,-0.6495692347881448,-0.6369817440259065,0.32382145662691464,-0.5706262285543696,1.3390056399309025
1143,-0.8457420646366857,-1.193206185232199,-1.1932054995598056,-0.00737274700408435,-0.007372747009404913,-0.21735551665023226,-1.5495231751600622,-1.4660839030594857,-0.015162838393929243,0.3270124769227649,-1.628074354061272,-0.16097676356490204,-0.8861050853066342,-0.5322615874973244,-0.15567635628352447,2.86421114645599,2.8947819431991553,-1.7251252806930573,-0.15697451940109364,0.5023670282435997,0.8731150507221657
1144,-0.8453242168713365,-0.32427923534939634,-0.3242787707571601,0.5707286079753013,0.5707286079701127,-0.21735551665023226,-0.04959511575432852,-1.3652267200242796,-0.07666306887391554,0.21894633601188357,-0.1680087824598626,-0.08918868114187699,1.179680319093948,-0.5381450107203655,-0.3567920556922785,-0.14170012709083385,0.38870939252122133,-1.05688284329037,0.0979888740047605,0.48356320337090786,0.6061449162372524
1148,-0.8436528258099403,-0.32230887945397046,-0.3223084153630498,0.044491894232020546,0.044491894226711806,-0.21735551665023226,0.218037721143922,-0.9251207093756223,-0.16729119280514976,0.20522302729619266,-0.20176557529516317,-0.16984703662728762,-1.1386731191868347,-0.48391590120921385,-0.3489372315781717,0.9391737032357668,1.9055230174187778,-0.1138369513852667,0.10854982195944865,0.38046862186403246,0.06986894480019258
1150,-0.8428171302792421,-0.32132370150625755,-0.3213232376659947,0.04475149058383816,0.044751490578529486,-0.21735551665023226,0.29683392077760623,-1.004708525666373,-0.3272702995767176,0.1871153377157466,-0.1613879234631063,-0.17025887495492675,-1.1467919253551517,-0.5207061946095868,-0.3135527160221566,2.0259808634227587,2.546727090486398,-1.1439059105283165,-0.2467096475568413,0.43426845413867793,0.27344327059444035
1155,-0.8407278914524967,-0.3193533456108317,-0.31935288227188435,-0.49986051562744566,-0.49986051563287853,-0.21735551665023226,0.11485227178600714,-1.2277305732871997,-0.16515226333554492,0.16769036778580013,-0.2005211760105856,-0.136978652802848,-0.001631441571120885,0.25417106730755623,0.524463567831022,-0.06591816663120502,0.5207752709725839,0.013796880563722937,0.14791934241948654,0.46136424345175797,0.020527555515248142
1157,-0.8398921959217985,-0.31836816766311876,-0.3183677045748292,0.21818828704675658,0.21818828704148746,-0.21735551665023226,-0.02355646200648079,-1.3616935352603772,-0.09271705635364624,0.5080893727272255,-1.303128980167663,-0.09913061755341733,-0.6632571664152254,-0.4997109057506045,-0.4821975850903203,-0.22262336498172383,-0.45496753630524844,-0.7306943395617371,-0.36933895325074356,0.24779719081781904,-0.01027999154245316
1167,-0.8357137182683076,-0.3139348668984106,-0.313934404938081,0.9806686520252618,0.9806686520201665,-0.21735551665023226,-0.21704035727295468,-1.4422572382689762,-0.1223576519998556,0.21730465080019276,0.9289468270329064,-0.1384151333314975,0.362870779989787,-0.5187062230145056,-0.43255894188448113,0.6884346446881443,2.008375702875762,-0.5804463500039749,0.42618738445230037,1.9742233619418241,0.21574247464343896
1168,-0.8352958705029586,-0.3134422779245541,-0.31344181608955346,1.3832793487161055,1.3832793487111021,-0.21735551665023226,0.2741813427817424,-0.5754118536346359,-0.2504050251914801,0.10892393547749038,-0.17732453308791388,0.11405277680493123,1.1948822145962443,-0.29571450244956565,-0.04584102161832021,-0.22742560005204984,-0.610890636331917,-0.46743476132557876,-0.21768468146311043,0.5820221197181964,-0.034252071289441736
1182,-0.8294460017880715,-0.3070386212644201,-0.3070381610586949,0.4349277215591573,0.4349277215539376,-0.21735551665023226,-0.3315855543899115,-1.2250041734907997,-0.0836566472520617,0.18811804365342602,-0.17133612077691,-0.12760432011017855,-0.7018465934595165,-0.5034064927669277,0.2041528507804317,-0.17436337101362315,0.17355968860845397,-0.6903795716780343,1.2097885537521664,1.3575493135995573,1.0033965234730629
1184,-0.8286103062573733,-0.30605344331670714,-0.3060529833616398,-0.6391777638477251,-0.6391777638531897,-0.21735551665023226,0.028993585709015383,-0.7532600131737814,0.05204921497679956,0.09080641544667492,0.8915533288392098,-0.14941621290193,-1.1169752783299203,-0.4832285876578032,-0.40343160234915687,-0.19809213612826157,-0.04763354631309901,-0.645210455825957,-0.24607457941702715,0.3825579357387759,0.03423958513052562
1190,-0.8261032196652788,-0.3040830874212813,-0.3040826279675295,-0.8057599110639964,-0.8057599110694988,-0.21735551665023226,-0.47599279263574457,-1.3329285440103427,-0.031184781986474848,0.20505590963991274,-0.2786048623586953,-0.13382533431277066,-0.6827244799201508,-0.4502712476918204,0.864940317936441,1.1926466476324766,2.085949580076794,-1.1980141305660608,0.331573992141091,1.4172906322055048,0.8394103408437279
